Language	Entropy	Count	Type	Model	LR
German	1.85229582172	14	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
German	2.63898032879	17	MIWord5_Content_Bugfix.py	REVERSE	0.001
German	2.57482326452	25	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
German	4.05255459507	11	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
German	2.09788539335	17	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
German	3.41478767505	15	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
German	2.07437762312	18	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
German	3.64566421401	14	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
German	3.41304002935	13	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
German	5.51818847166	12	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Gothic	6.57563028452	8	MIWord5_Bugfix.py	REAL_REAL	0.001
Gothic	6.08041202746	34	MIWord5_Bugfix.py	REVERSE	0.001
Gothic	3.92337925137	4	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Gothic	3.90082788962	8	MIWord5_Content_Bugfix.py	REVERSE	0.001
Gothic	3.99621106151	33	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Gothic	4.03573469704	28	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Gothic	3.01054673363	27	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Gothic	4.09768621422	13	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Gothic	3.03619544521	23	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Gothic	3.85412263658	23	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Gothic	5.25487043409	14	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Gothic	7.41810474802	7	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Greek	3.81140658523	21	MIWord5_Bugfix.py	REAL_REAL	0.001
Greek	4.74118726436	25	MIWord5_Bugfix.py	REVERSE	0.001
Greek	3.32900624849	3	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Greek	2.74190801635	17	MIWord5_Content_Bugfix.py	REVERSE	0.001
Greek	3.59631748555	16	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Greek	3.59855801281	17	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Greek	3.04984616909	10	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Greek	3.94324211676	6	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Greek	2.54007475374	16	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Greek	4.25256945965	7	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Greek	4.24318879945	14	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Greek	6.25039378909	11	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Hebrew	4.29599257135	8	MIWord5_Bugfix.py	REAL_REAL	0.001
Hebrew	4.4296984502	10	MIWord5_Bugfix.py	REVERSE	0.001
Hebrew	2.10768463426	15	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Hebrew	1.91521074641	17	MIWord5_Content_Bugfix.py	REVERSE	0.001
Hebrew	3.41286450436	12	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Hebrew	3.4510455417	12	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Hebrew	2.31593558201	15	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Hebrew	2.49477453799	22	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Hebrew	2.40977076486	16	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Hebrew	3.53608964649	5	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Hebrew	4.08516216893	15	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Hebrew	4.86162432648	16	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Hindi	2.19882791139	18	MIWord5_Bugfix.py	REAL_REAL	0.001
Hindi	4.98511108724	13	MIWord5_Bugfix.py	REVERSE	0.001
Hindi	1.41694800792	12	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Hindi	2.28606021726	9	MIWord5_Content_Bugfix.py	REVERSE	0.001
Hindi	2.60870547038	12	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Hindi	3.09251540248	25	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Hindi	1.73942516591	9	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Hindi	2.98981739088	15	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Hindi	1.92056914027	12	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Hindi	3.39009075511	9	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Hindi	2.48578464696	15	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Hindi	5.34159259285	16	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Hungarian	7.11453304819	13	MIWord5_Bugfix.py	REAL_REAL	0.001
Hungarian	8.63457832384	5	MIWord5_Bugfix.py	REVERSE	0.001
Hungarian	3.53423821352	26	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Hungarian	4.80313580085	5	MIWord5_Content_Bugfix.py	REVERSE	0.001
Hungarian	5.00303472285	31	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Hungarian	5.14148878487	21	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Hungarian	5.31035875272	5	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Hungarian	5.43048482736	6	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Hungarian	5.1808395937	9	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Hungarian	5.74841551404	5	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Hungarian	5.70197582759	28	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Hungarian	9.23374380709	7	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Indonesian	4.57350155943	10	MIWord5_Bugfix.py	REAL_REAL	0.001
Indonesian	4.27535876463	13	MIWord5_Bugfix.py	REVERSE	0.001
Indonesian	1.88311134635	23	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Indonesian	1.98066844575	16	MIWord5_Content_Bugfix.py	REVERSE	0.001
Indonesian	2.83865497644	20	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Indonesian	2.34066988826	58	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Indonesian	2.10995301189	16	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Indonesian	2.47076053741	14	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Indonesian	2.20170439776	13	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Indonesian	2.57296717511	17	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Indonesian	4.27688659358	19	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Indonesian	4.58506466905	11	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Italian	3.57067752837	12	MIWord5_Bugfix.py	REAL_REAL	0.001
Italian	4.2032418467	16	MIWord5_Bugfix.py	REVERSE	0.001
Italian	1.61736886781	13	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Italian	1.91197833044	13	MIWord5_Content_Bugfix.py	REVERSE	0.001
Italian	2.18406795581	21	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Italian	2.45235958565	31	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Italian	1.80729228451	10	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Italian	2.39463831877	13	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Italian	1.80773106369	14	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Italian	2.69708135563	12	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Italian	3.84175688483	7	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Italian	4.86353904544	10	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Japanese	2.72069650057	15	MIWord5_Bugfix.py	REAL_REAL	0.001
Japanese	4.46476238923	10	MIWord5_Bugfix.py	REVERSE	0.001
Japanese	1.63689203108	13	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Japanese	3.00005006023	8	MIWord5_Content_Bugfix.py	REVERSE	0.001
Japanese	3.29902446608	13	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Japanese	3.87027278678	9	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Japanese	2.24866192545	16	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Japanese	3.19817525472	19	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Japanese	2.88896742474	13	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Japanese	3.57712253418	8	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Japanese	3.3907079225	11	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Japanese	4.7959002334	8	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Kazakh-Adap	4.67325095069	32	MIWord5_Bugfix.py	REAL_REAL	0.001
Kazakh-Adap	6.09434013174	4	MIWord5_Bugfix.py	REVERSE	0.001
Kazakh-Adap	2.72421245154	20	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Kazakh-Adap	3.07614233032	9	MIWord5_Content_Bugfix.py	REVERSE	0.001
Kazakh-Adap	3.08121310223	65	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Kazakh-Adap	3.1664407569	46	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Kazakh-Adap	3.26987479836	8	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Kazakh-Adap	3.3056807971	9	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Kazakh-Adap	3.33509771883	8	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Kazakh-Adap	3.39386897398	7	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Kazakh-Adap	5.19303018621	22	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Kazakh-Adap	6.15419924328	8	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Korean	2.29118815232	16	MIWord5_Bugfix.py	REAL_REAL	0.001
Korean	5.62371431516	12	MIWord5_Bugfix.py	REVERSE	0.001
Korean	1.49945434417	12	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Korean	3.27372028915	12	MIWord5_Content_Bugfix.py	REVERSE	0.001
Korean	2.12383410612	20	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Korean	3.80766641348	6	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Korean	1.72041270842	8	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Korean	3.38554209882	10	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Korean	1.63499435102	11	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Korean	3.36021157435	13	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Korean	2.26993439063	16	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Korean	5.62075244909	13	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Kurmanji-Adap	7.43635180028	8	MIWord5_Bugfix.py	REAL_REAL	0.001
Kurmanji-Adap	7.88660223083	7	MIWord5_Bugfix.py	REVERSE	0.001
Kurmanji-Adap	3.95711800842	6	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Kurmanji-Adap	4.00972001101	6	MIWord5_Content_Bugfix.py	REVERSE	0.001
Kurmanji-Adap	3.98986181346	44	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Kurmanji-Adap	3.98512127538	50	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Kurmanji-Adap	4.51451329965	18	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Kurmanji-Adap	5.86492926247	5	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Kurmanji-Adap	5.52339556818	5	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Kurmanji-Adap	5.68845137256	4	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Kurmanji-Adap	6.18781695885	18	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Kurmanji-Adap	7.8541870373	5	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Latin	5.41295073037	13	MIWord5_Bugfix.py	REAL_REAL	0.001
Latin	6.82799921724	13	MIWord5_Bugfix.py	REVERSE	0.001
Latin	3.49348646986	11	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Latin	4.04667393949	12	MIWord5_Content_Bugfix.py	REVERSE	0.001
Latin	4.30234465114	14	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Latin	4.69227170145	19	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Latin	3.72493272189	16	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Latin	4.78776596205	13	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Latin	3.60671740186	13	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Latin	4.80794452459	12	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Latin	5.28830512967	10	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Latin	6.8008704908	13	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Latvian	4.26908869988	12	MIWord5_Bugfix.py	REAL_REAL	0.001
Latvian	5.61035215439	8	MIWord5_Bugfix.py	REVERSE	0.001
Latvian	1.98986375343	20	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Latvian	3.02506343615	3	MIWord5_Content_Bugfix.py	REVERSE	0.001
Latvian	3.18431484667	27	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Latvian	3.24564031774	16	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Latvian	2.2880210616	15	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Latvian	3.73308704003	3	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Latvian	2.63164060793	11	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Latvian	3.16140226794	18	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Latvian	4.10819826065	15	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Latvian	5.13372271258	25	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Maltese	4.3421785607	26	MIWord5_Bugfix.py	REAL_REAL	0.001
Maltese	6.19222343819	11	MIWord5_Bugfix.py	REVERSE	0.001
Maltese	2.8725440692	6	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Maltese	2.90063261073	5	MIWord5_Content_Bugfix.py	REVERSE	0.001
Maltese	3.43134556614	29	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Maltese	3.45509096639	30	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Maltese	4.322149678	5	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Maltese	3.53944174593	20	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Maltese	3.34630928297	16	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Maltese	4.34928269666	14	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Maltese	4.71756750046	20	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Maltese	7.99998457706	3	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Marathi	4.14418683811	53	MIWord5_Bugfix.py	REAL_REAL	0.001
Marathi	4.85420205376	18	MIWord5_Bugfix.py	REVERSE	0.001
Marathi	2.11075423414	19	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Marathi	2.07690172087	25	MIWord5_Content_Bugfix.py	REVERSE	0.001
Marathi	2.30038216764	196	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Marathi	2.31645426317	191	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Marathi	2.48160623745	62	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Marathi	3.05304941589	15	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Marathi	3.14703597264	25	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Marathi	3.19910475558	26	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Marathi	5.08706316623	22	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Marathi	5.25305085832	22	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Naija-Adap	5.53554144225	6	MIWord5_Bugfix.py	REAL_REAL	0.001
Naija-Adap	5.59561602369	5	MIWord5_Bugfix.py	REVERSE	0.001
Naija-Adap	2.44187023276	9	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Naija-Adap	2.43633225487	11	MIWord5_Content_Bugfix.py	REVERSE	0.001
Naija-Adap	2.80732461156	63	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Naija-Adap	2.81853446287	61	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Naija-Adap	3.47647064805	12	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Naija-Adap	3.55240380596	12	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Naija-Adap	3.16049613173	25	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Naija-Adap	3.98115932401	9	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Naija-Adap	5.90068676711	10	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Naija-Adap	6.1075886737	6	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
North_Sami	5.03331808244	29	MIWord5_Bugfix.py	REAL_REAL	0.001
North_Sami	7.08721464535	4	MIWord5_Bugfix.py	REVERSE	0.001
North_Sami	3.092938775	6	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
North_Sami	3.09612607684	6	MIWord5_Content_Bugfix.py	REVERSE	0.001
North_Sami	3.1685184646	41	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
North_Sami	3.17604522657	43	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
North_Sami	2.95790952612	32	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
North_Sami	4.06310518176	9	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
North_Sami	2.6203444186	36	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
North_Sami	4.15472105002	6	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
North_Sami	6.87662103826	5	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
North_Sami	6.95048517928	6	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Norwegian	2.91355871432	21	MIWord5_Bugfix.py	REAL_REAL	0.001
Norwegian	3.949638543	8	MIWord5_Bugfix.py	REVERSE	0.001
Norwegian	1.39705957881	14	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Norwegian	1.85884142747	16	MIWord5_Content_Bugfix.py	REVERSE	0.001
Norwegian	2.06514223148	21	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Norwegian	2.61229611418	22	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Norwegian	1.59600309039	17	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Norwegian	2.54402931571	11	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Norwegian	1.63448772328	14	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Norwegian	2.82721223604	17	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Norwegian	2.92607931633	20	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Norwegian	4.32160853199	15	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Old_Church_Slavonic	5.2374162177	19	MIWord5_Bugfix.py	REAL_REAL	0.001
Old_Church_Slavonic	5.81101075848	25	MIWord5_Bugfix.py	REVERSE	0.001
Old_Church_Slavonic	3.09786805861	18	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Old_Church_Slavonic	2.93833061879	33	MIWord5_Content_Bugfix.py	REVERSE	0.001
Old_Church_Slavonic	3.93824850791	20	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Old_Church_Slavonic	3.93356885013	33	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Old_Church_Slavonic	3.12004415366	21	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Old_Church_Slavonic	3.443126915	26	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Old_Church_Slavonic	3.64702823611	10	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Old_Church_Slavonic	4.73902671276	5	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Old_Church_Slavonic	4.65972754342	25	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Old_Church_Slavonic	6.23406722727	12	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Old_French	3.29582947151	11	MIWord5_Bugfix.py	REAL_REAL	0.001
Old_French	4.9264100669	21	MIWord5_Bugfix.py	REVERSE	0.001
Old_French	1.90320121557	18	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Old_French	2.79726075354	11	MIWord5_Content_Bugfix.py	REVERSE	0.001
Old_French	3.25979534232	23	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Old_French	3.3727186048	39	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Old_French	2.06232936843	20	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Old_French	3.53550372944	10	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Old_French	2.42940459173	9	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Old_French	3.48222739174	19	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Old_French	3.10261178868	16	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Old_French	5.36065649283	19	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Persian	4.21813000143	18	MIWord5_Bugfix.py	REAL_REAL	0.001
Persian	8.6054079296	4	MIWord5_Bugfix.py	REVERSE	0.001
Persian	2.42093748613	23	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Persian	3.76149945584	12	MIWord5_Content_Bugfix.py	REVERSE	0.001
Persian	4.07265489282	17	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Persian	4.91462480787	8	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Persian	2.9666028611	16	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Persian	4.85076456654	14	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Persian	2.82559923773	17	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Persian	5.09444729251	13	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Persian	4.19397514004	14	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Persian	7.1082289533	18	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Polish	2.3205407709	31	MIWord5_Bugfix.py	REAL_REAL	0.001
Polish	2.84917908518	24	MIWord5_Bugfix.py	REVERSE	0.001
Polish	1.52797378427	22	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Polish	2.67887704736	3	MIWord5_Content_Bugfix.py	REVERSE	0.001
Polish	2.72367451001	44	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Polish	2.8400659133	21	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Polish	1.60205279148	26	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Polish	2.09706214333	24	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Polish	1.70788191713	22	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Polish	2.15791679683	32	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Polish	2.4502442778	23	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Polish	3.24550120288	18	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Portuguese	3.08905083268	10	MIWord5_Bugfix.py	REAL_REAL	0.001
Portuguese	3.1517289783	12	MIWord5_Bugfix.py	REVERSE	0.001
Portuguese	1.79395495766	17	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Portuguese	1.78620306348	15	MIWord5_Content_Bugfix.py	REVERSE	0.001
Portuguese	2.7592262336	13	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Portuguese	2.54053990514	30	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Portuguese	1.96179339119	13	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Portuguese	2.18979888764	13	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Portuguese	2.06646453433	14	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
Portuguese	2.71986090968	8	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REVERSE	0.001
Portuguese	3.11266418702	12	MIWord5_PlainUD_Bugfix.py	REAL_REAL	0.001
Portuguese	3.57511357099	13	MIWord5_PlainUD_Bugfix.py	REVERSE	0.001
Romanian	3.64982420901	19	MIWord5_Bugfix.py	REAL_REAL	0.001
Romanian	4.42719849661	9	MIWord5_Bugfix.py	REVERSE	0.001
Romanian	2.54059512593	7	MIWord5_Content_Bugfix.py	REAL_REAL	0.001
Romanian	2.34037958326	10	MIWord5_Content_Bugfix.py	REVERSE	0.001
Romanian	2.54371320641	48	MIWord5_Content_PlainUD_Bugfix.py	REAL_REAL	0.0001
Romanian	3.00827425901	23	MIWord5_Content_PlainUD_Bugfix.py	REVERSE	0.0001
Romanian	2.4438411865	11	MIWord5_NoUDArtifacts_Bugfix.py	REAL_REAL	0.001
Romanian	2.65171194127	17	MIWord5_NoUDArtifacts_Bugfix.py	REVERSE	0.001
Romanian	2.27260760185	20	MIWord5_NoUDArtifacts_PlainUD_Bugfix.py	REAL_REAL	0.001
